code,roll_no
('1106', '110620631098')
('1106', '110620631099')
('1106', '110620631100')
('1106', '110620631101')
('1106', '110620631102')
('1106', '110620631103')
('1106', '110620631104')
('1106', '110620631105')
('1106', '110620631106')
('1106', '110620631107')
('1106', '110620631108')
('1106', '110620631109')
('1106', '110620631110')
('1107', '110718103002')
('1107', '110718103003')
('1107', '110718103004')
('1107', '110718103005')
('1107', '110718103006')
('1107', '110718103007')
('1107', '110718103015')
('1107', '110718103017')
('1107', '110718103301')
('1107', '110718104002')
('1107', '110718104003')
('1107', '110718104004')
('1107', '110718104005')
('1107', '110718104006')
('1107', '110718104007')
('1107', '110718104008')
('1107', '110718104009')
('1107', '110718104010')
('1107', '110718104011')
('1107', '110718104012')
('1107', '110718104013')
('1107', '110718104014')
('1107', '110718104015')
('1107', '110718104016')
('1107', '110718104017')
('1107', '110718104018')
('1107', '110718104019')
('1107', '110718104020')
('1107', '110718104021')
('1107', '110718104022')
('1107', '110718104023')
('1107', '110718104024')
('1107', '110718104025')
('1107', '110718104026')
('1107', '110718104027')
('1107', '110718104028')
('1107', '110718104029')
('1107', '110718104030')
('1107', '110718104031')
('1107', '110718104033')
('1107', '110718104034')
('1107', '110718104035')
('1107', '110718104036')
('1107', '110718104037')
('1107', '110718104039')
('1107', '110718104040')
('1107', '110718104041')
('1107', '110718104042')
('1107', '110718104043')
('1107', '110718104044')
('1107', '110718104045')
('1107', '110718104046')
('1107', '110718104047')
('1107', '110718104048')
('1107', '110718104049')
('1107', '110718104050')
('1107', '110718104051')
('1107', '110718104052')
('1107', '110718104053')
('1107', '110718104054')
('1107', '110718104055')
('1107', '110718104056')
('1107', '110718104057')
('1107', '110718104058')
('1107', '110718104059')
('1107', '110718104060')
('1107', '110718104061')
('1107', '110718104062')
('1107', '110718104063')
('1107', '110718104064')
('1107', '110718104065')
('1107', '110718104066')
('1107', '110718104068')
('1107', '110718104069')
('1107', '110718104072')
('1107', '110718104073')
('1107', '110718106001')
('1107', '110718106002')
('1107', '110718106003')
('1107', '110718106004')
('1107', '110718106005')
('1107', '110718106006')
('1107', '110718106007')
('1107', '110718106008')
('1107', '110718106009')
('1107', '110718106010')
('1107', '110718106011')
('1107', '110718106012')
('1107', '110718106013')
('1107', '110718106014')
('1107', '110718106016')
('1107', '110718106017')
('1107', '110718106018')
('1107', '110718106019')
('1107', '110718106020')
('1107', '110718106021')
('1107', '110718106022')
('1107', '110718106023')
('1107', '110718106024')
('1107', '110718106025')
('1107', '110718106026')
('1107', '110718106027')
('1107', '110718106028')
('1107', '110718106030')
('1107', '110718106031')
('1107', '110718106032')
('1107', '110718106033')
('1107', '110718106034')
('1107', '110718106035')
('1107', '110718106036')
('1107', '110718106037')
('1107', '110718106038')
('1107', '110718106039')
('1107', '110718106040')
('1107', '110718106041')
('1107', '110718106042')
('1107', '110718106043')
('1107', '110718106044')
('1107', '110718106045')
('1107', '110718106046')
('1107', '110718106047')
('1107', '110718106048')
('1107', '110718106049')
('1107', '110718106050')
('1107', '110718106051')
('1107', '110718106052')
('1107', '110718106053')
('1107', '110718106054')
('1107', '110718106055')
('1107', '110718106056')
('1107', '110718106057')
('1107', '110718106058')
('1107', '110718106060')
('1107', '110718106062')
('1107', '110718106064')
('1107', '110718106065')
('1107', '110718106066')
('1107', '110718106067')
('1107', '110718106068')
('1107', '110718106069')
('1107', '110718106070')
('1107', '110718106071')
('1107', '110718106072')
('1107', '110718106073')
('1107', '110718106074')
('1107', '110718114001')
('1107', '110718114002')
('1107', '110718114003')
('1107', '110718114004')
('1107', '110718114005')
('1107', '110718114006')
('1107', '110718114007')
('1107', '110718114008')
('1107', '110718114009')
('1107', '110718114010')
('1107', '110718114011')
('1107', '110718114012')
('1107', '110718114013')
('1107', '110718114014')
('1107', '110718114015')
('1107', '110718114016')
('1107', '110718114017')
('1107', '110718114018')
('1107', '110718114019')
('1107', '110718114020')
('1107', '110718114021')
('1107', '110718114022')
('1107', '110718114023')
('1107', '110718114024')
('1107', '110718114301')
('1107', '110718114302')
('1107', '110718114303')
('1107', '110718114304')
('1107', '110718114305')
('1107', '110721631001')
('1107', '110721631004')
('1107', '110721631005')
('1107', '110721631006')
('1107', '110721631008')
('1107', '110721631009')
('1107', '110721631011')
('1107', '110721631012')
('1107', '110721631013')
('1107', '110721631014')
('1107', '110721631015')
('1107', '110721631016')
('1107', '110721631017')
('1107', '110721631018')
('1107', '110721631019')
('1107', '110721631020')
('1107', '110721631021')
('1107', '110721631022')
('1107', '110721631023')
('1107', '110721631024')
('1107', '110721631025')
('1107', '110721631026')
('1107', '110721631027')
('1107', '110721631028')
('1107', '110721631029')
('1107', '110721631030')
('1107', '110721631031')
('1107', '110721631032')
('1107', '110721631033')
('1107', '110721631034')
('1107', '110721631035')
('1107', '110721631036')
('1107', '110721631037')
('1107', '110721631038')
('1107', '110721631039')
('1107', '110721631040')
('1107', '110721631041')
('1107', '110721631042')
('1107', '110721631043')
('1107', '110721631044')
('1107', '110721631045')
('1107', '110721631046')
('1107', '110721631047')
('1107', '110721631048')
('1107', '110721631049')
('1107', '110721631050')
('1107', '110721631051')
('1107', '110721631052')
('1107', '110721631053')
('1107', '110721631054')
('1107', '110721631055')
('1107', '110721631056')
('1107', '110721631057')
('1107', '110721631058')
('1107', '110721631059')
('1107', '110721631060')
('1107', '110721631061')
('1107', '110720631001')
('1107', '110720631002')
('1107', '110720631003')
('1107', '110720631004')
('1107', '110720631005')
('1107', '110720631006')
('1107', '110720631007')
('1107', '110720631008')
('1107', '110720631009')
('1107', '110720631010')
('1107', '110720631011')
('1107', '110720631012')
('1107', '110720631013')
('1107', '110720631014')
('1107', '110720631015')
('1107', '110720631016')
('1107', '110720631017')
('1107', '110720631018')
('1107', '110720631019')
('1107', '110720631020')
('1107', '110720631021')
('1107', '110720631022')
('1107', '110720631023')
('1107', '110720631024')
('1107', '110720631025')
('1107', '110720631026')
('1107', '110720631027')
('1107', '110720631028')
('1107', '110720631029')
('1107', '110720631030')
('1107', '110720631031')
('1107', '110720631032')
('1107', '110720631033')
('1107', '110720631034')
('1107', '110720631035')
('1107', '110720631036')
('1107', '110720631037')
('1108', '110818101001')
('1108', '110818101003')
('1108', '110818101004')
('1108', '110818101005')
('1108', '110818101006')
('1108', '110818101007')
('1108', '110818101008')
('1108', '110818101009')
('1108', '110818101010')
('1108', '110818101011')
('1108', '110818101012')
('1108', '110818101013')
('1108', '110818101014')
('1108', '110818101901')
('1108', '110818103001')
('1108', '110818104001')
('1108', '110818104002')
('1108', '110818104003')
('1108', '110818104004')
('1108', '110818104005')
('1108', '110818104006')
('1108', '110818104007')
('1108', '110818104008')
('1108', '110818104009')
('1108', '110818104010')
('1108', '110818104011')
('1108', '110818104012')
('1108', '110818104013')
('1108', '110818104014')
('1108', '110818104015')
('1108', '110818104016')
('1108', '110818104017')
('1108', '110818104018')
('1108', '110818104019')
('1108', '110818104022')
('1108', '110818104023')
('1108', '110818104024')
('1108', '110818104026')
('1108', '110818104027')
('1108', '110818104028')
('1108', '110818104030')
('1108', '110818104031')
('1108', '110818104033')
('1108', '110818104034')
('1108', '110818104035')
('1108', '110818104036')
('1108', '110818104037')
('1108', '110818104038')
('1108', '110818104040')
('1108', '110818104041')
('1108', '110818104042')
('1108', '110818104043')
('1108', '110818104044')
('1108', '110818104045')
('1108', '110818104046')
('1108', '110818104047')
('1108', '110818104048')
('1108', '110818104049')
('1108', '110818104050')
('1108', '110818104051')
('1108', '110818104052')
('1108', '110818105001')
('1108', '110818105002')
('1108', '110818105004')
('1108', '110818105005')
('1108', '110818105006')
('1108', '110818105007')
('1108', '110818105008')
('1108', '110818105009')
('1108', '110818105301')
('1108', '110818105302')
('1108', '110818105303')
('1108', '110818105305')
('1108', '110818105307')
('1108', '110818106001')
('1108', '110818106002')
('1108', '110818106003')
('1108', '110818106004')
('1108', '110818106005')
('1108', '110818106006')
('1108', '110818106007')
('1108', '110818106008')
('1108', '110818106009')
('1108', '110818106010')
('1108', '110818106011')
('1108', '110818106012')
('1108', '110818106013')
('1108', '110818106301')
('1108', '110818107001')
('1108', '110818107002')
('1108', '110818107003')
('1108', '110818107004')
('1108', '110818107005')
('1108', '110818107006')
('1108', '110818107007')
('1108', '110818107008')
('1108', '110818107009')
('1108', '110818107011')
('1108', '110818107012')
('1108', '110818107013')
('1108', '110818107014')
('1108', '110818107015')
('1108', '110818114001')
('1108', '110818114002')
('1108', '110818114003')
('1108', '110818114004')
('1108', '110818114005')
('1108', '110818114006')
('1108', '110818114007')
('1108', '110818114008')
('1108', '110818114009')
('1108', '110818114010')
('1108', '110818114011')
('1108', '110818114012')
('1108', '110818114013')
('1108', '110818114015')
('1108', '110818114016')
('1108', '110818114017')
('1108', '110818114018')
('1108', '110818114019')
('1108', '110818114020')
('1108', '110818114021')
('1108', '110818114022')
('1108', '110818114023')
('1108', '110818114024')
('1108', '110818114025')
('1108', '110818114026')
('1108', '110818114301')
('1108', '110818114304')
('1108', '110818114305')
('1108', '110818114701')
('1108', '110818205001')
('1108', '110818205002')
('1108', '110818205005')
('1108', '110818205007')
('1108', '110818205008')
('1108', '110818205009')
('1108', '110818205011')
('1108', '110818205012')
('1108', '110818205013')
('1108', '110818205014')
('1108', '110818205015')
('1108', '110818205016')
('1108', '110818205017')
('1108', '110818205018')
('1108', '110818205019')
('1108', '110818205021')
('1108', '110818205023')
('1108', '110818205024')
('1108', '110818205025')
('1108', '110818205026')
('1108', '110818205027')
('1108', '110818205028')
('1108', '110818205029')
('1108', '110818205301')
('1108', '110818205501')
('1108', '110818212001')
('1108', '110818212002')
('1108', '110818212003')
('1108', '110818212004')
('1108', '110818212005')
('1108', '110818212006')
('1108', '110818212007')
('1108', '110818212008')
('1108', '110818212009')
('1108', '110818212010')
('1108', '110818212013')
('1108', '110818212014')
('1108', '110818212301')
('1108', '110818212302')
('1108', '110818212303')
('1108', '110818212304')
('1108', '110821401001')
('1108', '110821401002')
('1108', '110821401003')
('1108', '110821401006')
('1108', '110821401007')
('1108', '110821401008')
('1108', '110821401009')
('1108', '110820401001')
('1108', '110820401002')
('1108', '110820402002')
('1108', '110821405001')
('1108', '110821405002')
('1108', '110821405003')
('1108', '110821405004')
('1108', '110821405005')
('1108', '110821405006')
('1108', '110821405007')
('1108', '110821405008')
('1108', '110821405009')
('1108', '110821405011')
('1108', '110821405012')
('1108', '110821405013')
('1108', '110821405014')
('1108', '110821405015')
('1108', '110821405016')
('1108', '110821405017')
('1108', '110820405001')
('1108', '110820405003')
('1108', '110820405004')
('1108', '110820405005')
('1108', '110820405006')
('1108', '110821413001')
('1108', '110821413002')
('1108', '110821413003')
('1108', '110821413004')
('1108', '110821413005')
('1108', '110821413006')
('1108', '110821413007')
('1108', '110821413008')
('1108', '110821413009')
('1108', '110821413010')
('1108', '110821413012')
('1108', '110821413013')
('1108', '110821413015')
('1108', '110821413016')
('1108', '110820413001')
('1108', '110820413003')
('1108', '110820413004')
('1108', '110820413005')
('1108', '110820413006')
('1108', '110820413007')
('1108', '110820413008')
('1108', '110820413010')
('1108', '110821502001')
('1108', '110821502003')
('1108', '110821502004')
('1108', '110821502006')
('1108', '110821502007')
('1108', '110821502008')
('1108', '110821502012')
('1108', '110821502013')
('1108', '110821502014')
('1108', '110821502016')
('1108', '110821502017')
('1108', '110820502001')
('1108', '110820502002')
('1108', '110820502003')
('1108', '110820502004')
('1108', '110820502005')
('1108', '110820502006')
('1108', '110820502007')
('1108', '110820502008')
('1108', '110820502009')
('1108', '110820502010')
('1108', '110821622001')
('1108', '110821622002')
